@relation QueryResult-weka.filters.unsupervised.attribute.NominalToString-C1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-R3

@attribute sentence string
@attribute isRelevant {0,1}

@data
'I think it\'s ready to commit, will wait until tomorrow for review.',1
'Patch looks good, builds and passes for me, thanks for fixing this Shai.',1
'Few comments:\n\nCHANGES: rephrase the e.g.',1
'part like this: (e.g.',1
'if application called incRef/decRef).',1
'New test:\n\t\nLTC.newDirectory() instead of new RAMDirectory().',1
'text messages in the asserts.',1
'DTR:\n\t\nWould it be simpler to make close() synchronized (just like IR.close())\nWould it - again - be simpler to keep maintaining the ref-counts in the internal IR and just, in refresh, decRef as needed in the old one and incRef accordingly in the new one?',1
'This way we continue to delegate that logic to IR, and do not duplicate it.',1
'Current patch removes the ensureOpen() check from getRefCount().',1
'I think this is correct - in fact I needed that when debugging this.',1
'Perhaps should document about it in CHANGES entry.',1
'Patch addresses Doron\'s comments.',1
'Missed that test comment about no need for random directory.',0
'About the decRef dup code, yeah, that\'s what I meant, but okay.',0
'I think this is ready to commit.',1
'Committed revision 1234450 (3x), 1234451 (trunk).',1
'Thanks Doron !',0
'In the LUCENE-3453 branch I\'ve removed DocValuesField.setXXX methods: they are all inherited from Field.setValue instead.',1
'Likewise for NumericField (which also had its own setters for numeric values, with different names)...',1
'Fixed with LUCENE-3453.',1
'seems like this issue still exists.',1
'Now we overload Field#setValue(int|long|short|...)',1
'Wait – DocValuesField.java doesn\'t overload any setters now right?',0
'I\'m confused.',0
'I am talking about Field.java\n\n\n  public void setValue(BytesRef value) {\n     //....\n  }\n\n  public void setValue(int value) {\n      //....\n  }\n\n  public void setValue(long value) {\n    //....\n  }\n\n  public void setValue(float value) {\n      //....\n  }\n\n  public void setValue(double value) {\n   //....\n  }',1
'Right, Field.java has setters.',0
'DocValuesField no longer does (nor does NumericField), ie we fixed this issue (that these classes were overloading the setters from Field.java).',1
'Or... are you saying this is naming issue?',0
'Ie we can work out the naming (do we use setValue(T value) or setT(T value) for Field.java and for the new Norm class) here...',1
Patch.,1
'I now pass DataInput down to IndexFormatTooNew/OldExc, and\n.toString() it, and impl\'d .toString in the all the IndexInput impls I\ncould find.',1
'I dont think i like all the duplication/extra tracking in every indexinput impl...',1
'In my opinion its not worth it!',1
'can this be done in a cleaner way?',1
'I agree with Robert, adding this to IndexInput is stupid.',1
'I think, only adding the file name as done before should be fine.',1
'There are only few places where we pass null as file name to the exception (whoch may be fixed).',1
'Passing the whole directory name is in my opinion useless.',1
'Its up to the implementation using lucene to keep track of its directory name (when it opens a IndexReader it already knows its dir name).',1
'I would close this as won\'t fix and maybe only fix the remaining places that misses the file name (e.g.',1
SegmentTermsEnumReader).,1
'you might be able to work me down to a partial path rather than a full path...\nlike if IndexInput takes String name in its ctor (the same one passed to Directory.openInput NOT the full path, keeps String as a private variable), and implements toString itself.',1
'then we wouldnt have to track additional variables in each indexinput impl, only change openinput and the ctors to pass this information.',1
'But i\'m still not sure how useful this is.',1
'It really seems like an implementation detail that we check the stored fields to determine if an indexformat is too old.',1
'who cares what the file name is?',1
'+1, I like that solution, Robert.',1
'I\'ll rework the patch...',1
'New patch folding in Robert\'s idea....',1
'I added final String resourceDescription to II, returned from\ntoString, made it required arg to the ctor, and fix all II subclasses\nto pass something reasonable.',1
'When our II impls originate an exception (eg from EOF), I also include\nII.toString(); if a method they call throws IOE (eg file.read(...)\ninside SimpleFSII), then I catch & rethrow w/ II.toString() included.',1
'I also include the sub-file name when inside a sliced II (CFS/CFX);\nI added a required arg (sliceDescription) to the sliceInput method\nfor this.',1
'OK, new patch; I changed to EOFE, and I just use in.toString() instead of special casing DI vs II.',1
'I think it\'s ready!',1
'mike can we close LUCENE-3138 too?',0
'Bulk close after release of 3.5',1
'+1\nWe now use Lucene Hunspell for a few customer deployments, and it would be great to have it the analysis module, since it supports some 70-80 languages out of the box, and gives great flexibility since you can edit - or augment - the dictionaries to change behaviour and fix stemming bugs.',1
'As a side benefit I also expect that when the Ooo dictionaries get more use in Lucene, users will over time be able to extend and improve the dictionaries, and contribute their changes back, benefiting also Ooo users.',1
'Patch with a port of the code.',1
'Because most of the dictionaries are L/GPL, I\'ve written my own dumb stupid dictionary for test purposes.',1
'During testing I discovered a long standing bug to do with recursive application of rules This has now been fixed.',1
'Code now is also version aware, as required by the CharArray* data structures.',1
'Thanks Chris for adding this to Lucene Analysis module.',0
'We did lots of work on Google Code, so it should really be in Lucene, except the dictionaries.',1
'We should only add links to web pages where to get them.',1
'...so it should really be in Lucene, except the dictionaries.',1
'how is OpenOffice dealing with those dictionaries since they are now an ASF incubation project?',1
'Maybe the dictionaries are under ASL eventually?',1
'how is OpenOffice dealing with those dictionaries since they are now an ASF incubation project?',1
'Maybe the dictionaries are under ASL eventually?',1
'Bizarrely, from what I can see in the OpenOffice SVN, they are still under their original license.',1
'I guess thats something they will have to sort out during incubation.',1
'I don\'t see the licenses changing since the dictionaries tend to be developed by national language organisations, but maybe the ASF will negotiate.',0
'Bizarrely, from what I can see in the OpenOffice SVN, they are still under their original license.',1
'I don\'t think we should read too much into that text file: its not even obvious which of the many dictionaries in that folder it applies to!',0
'I know for a fact that some of the files in there are NOT GPL, for example the en_US dictionary: http://svn.apache.org/viewvc/incubator/ooo/trunk/main/dictionaries/en/README_en_US.txt?revision=1162288&view=markup',0
'Okay good spotting.',0
'so how do we want to proceed?',1
'Do we want to bring some of the dictionaries in?',1
'Should we address that in a later issue once its become clearer in OO what they\'re doing?',1
'Patch now includes a package.html linking to a PDF about hunspell and suggesting dictionaries are sourced from the OpenOffice wiki.',1
'Committing tomorrow.',1
'Committed revision 1167467.',1
'Reopening for 3x backport.',1
'3x back port:\nCommitted revision 1167505.',1
'Is there a JIRA for adding HunspellStemFilterFactory to Solr?',1
'Nope, its on my mental TODO but go for it.',0
SOLR-2769,0
'Bulk close after release of 3.5',1
'as a start, i installed the two freebsd ports for java doc on hudson into /usr/local/share/doc/jdk1.5 and jdk1.6\nI\'ll see if i can add the hooks to the build scripts now',1
'As a partial solution, I setup the 30 minute builds to just directly override javadoc.link (and javadoc.link.java for Solr) for our 30 minute builds... we don\'t care about the actual javadoc artifacts or where the links actually point to, only that there are no warnings.',1
'This is in r1138418',0
'+1\nI think we should allow you optionally set a sysprop using linkoffline\nhell, why bother with the sysprop?',1
'.. lets just commit the package-list files for all third party libs we use into dev-tools and completely eliminate the need for net when building javadocs.',1
'lets just commit the package-list files for all third party libs we use into dev-tools and completely eliminate the need for net when building javadocs.',1
'+1\nHitting build failures because we can\'t download these package lists is silly.',1
'I agree with hossman too.',1
'I\'m just a javadocs dummy and was doing what I could to stop the 30minute builds.',0
'I cant figure out this linkoffline (at least with my experiments its confusing)... but this sounds great.',1
'I propose switching to the oracle.com link suggested by Chris Male:\nhttp://download.oracle.com/javase/6/docs/api/package-list apparently works reliably.',1
'This would be lots simpler than trying to figure out dev-tools etc., assuming that this link is indeed reliable.',1
+1,1
'+1 let\'s try this and see if it is indeed reliable.',1
'Just one other idea:\n\nWe already have JAVA_HOME set (direct or implicitely set by ANT)\nThe Javadocs are always at same location in $JAVA_HOME\n\nCould we not use this to point to the package list (at least fpr the JDK part).',1
'I don\'t like the hardcoded package list.',1
'The Javadocs are always at same location in $JAVA_HOME\nI looked at JAVA_HOME on Windows for 1.5.0_22 and 1.6.0_23 (both 64 bit JDKs), and neither included Javadocs.',1
'Maybe they\'re separately downloadable?',0
'Sorry, you are right.',0
'I have it here, but the README.html in JDK\'s root folder says:\n\nJDK(TM) Documentation\nThe on-line JavaTM Platform, Standard Edition (Java SE) Documentation contains API specifications, feature descriptions, developer guides, reference pages for JDKTM tools and utilities, demos, and links to related information.',0
'This documentation is also available in a download bundle which you can install on your machine.',0
'To obtain the documentation bundle, see the download page.',0
'For API documentation, refer to the The JavaTM Platform, Standard Edition API Specification This provides brief descriptions of the API with an emphasis on specifications, not on code examples.',0
'sarowe asked about this issue in LUCENE-3587.',0
'FWIW, i thought this issue (LUCENE-3228) had been resolved a long time ago based on some comments i remember people making, but evidently those comments where on irc/mail and folks didn\'t post them in Jira.',1
'Problems with the patch i attached (that i know of):\n1) we don\'t distribute dev-tools in our releases, so at a minimum we\'d need to find a new home for any package-list files we wanted to ship.',1
'2) the Java documentation from Oracle has some licensing/restrictions  that affect redistribution which don\'t seem to be compatible with ASF 3rd party licensing policy so we can\'t include the java package-list files in our releases\n...we could still use the ideas in this patch to deal with package-list files for non java/oracle distrobutions, but at the time this patch was written the only other extneral javadocs we linked to where that might be useful was junit, and since this patch was created, that link has just been removed outright from our build.xml files.',1
'I don\'t think there\'s anything left here but to resolve as Won\'t Fix',1
'I don\'t think there\'s anything left here but to resolve as Won\'t Fix\nI disagree.',1
'1) we don\'t distribute dev-tools in our releases, so at a minimum we\'d need to find a new home for any package-list files we wanted to ship.',1
'How does lucene/src/tools/javadoc/ grab you?',0
'2) the Java documentation from Oracle has some licensing/restrictions that affect redistribution which don\'t seem to be compatible with ASF 3rd party licensing policy so we can\'t include the java package-list files in our releases\nHere is a direct link to the Sun/Oracle documentation redistribution restrictions: http://java.sun.com/docs/redist.html.',1
'We can include the Java javadoc package-list file in Subversion but exclude it from our source releases, and include a mechanism to download it when it\'s absent (i.e., in the source release).',1
'There is an ASF precedent for redistributing Java javadoc package-list files in the Maven project\'s javadoc plugin: http://jira.codehaus.org/browse/MJAVADOC-315 and https://jira.codehaus.org/browse/MJAVADOC-327 - in Subversion at http://svn.apache.org/viewvc/maven/plugins/trunk/maven-javadoc-plugin/src/main/resources/org/apache/maven/plugin/javadoc/.',1
'I can\'t find any associated discussion of legal ramifications, though.',1
'I\'ll put up a patch shortly implementing these ideas.',1
'Patch for branch_3x.',1
'Features:\n\nAdds package-list files for Oracle Java javadocs and JUnit javadocs to subversion.',1
'When building Lucene and Solr source releases, the Oracle Java javadocs package-list file is removed.',1
'When connected or disconnected from the network, javadocs built from a subversion checkout contain links to Oracle javadocs.',1
'When connected to the network, javadocs built from a source release will attempt to download the Oracle Java package-list file.',1
'When the Oracle Java package-list file is not present, either because the user is building from a source release while disconnected from the network, or because the package-list file for Oracle Java javadocs is not downloadable for some other reason, javadocs will be built and the build will not fail, though an error will appear in the build log.',1
'Links from Solr javadocs to Lucene\'s javadocs are enabled.',1
'When building a non-release version, the links are to the most recently built nightly Jenkins javadocs, as in Hoss\'s patch on this issue.',1
'When building a release version, links are to the same-versioned Lucene release javadocs.',1
'Trunk for patch with the same changes.',1
'If there are no objections I will commit this tomorrow.',1
'Committed:\n\nr1210020: trunk\nr1210022: branch_3x',1
'\n    [junit] Testsuite: org.apache.lucene.index.TestNRTThreads\n    [junit] Testcase: testNRTThreads(org.apache.lucene.index.TestNRTThreads):\tFAILED\n    [junit] expected:<8> but was:<18>\n    [junit] junit.framework.AssertionFailedError: expected:<8> but was:<18>\n    [junit] \tat org.apache.lucene.index.TestNRTThreads.testNRTThreads(TestNRTThreads.java:515)\n    [junit] \tat org.apache.lucene.util.LuceneTestCase$LuceneTestCaseRunner.runChild(LuceneTestCase.java:1362)\n    [junit] \tat org.apache.lucene.util.LuceneTestCase$LuceneTestCaseRunner.runChild(LuceneTestCase.java:1280)\n    [junit] \n    [junit] \n    [junit] Tests run: 1, Failures: 1, Errors: 0, Time elapsed: 19.812 sec\n    [junit] \n    [junit] ------------- Standard Output ---------------\n    [junit] doc id=157 is supposed to be deleted, but got docID=119\n    [junit] doc id=82 is supposed to be deleted, but got docID=68\n    [junit] doc id=83 is supposed to be deleted, but got docID=38\n    [junit] doc id=80 is supposed to be deleted, but got docID=36\n    [junit] doc id=81 is supposed to be deleted, but got docID=37\n    [junit] doc id=67 is supposed to be deleted, but got docID=24\n    [junit] doc id=69 is supposed to be deleted, but got docID=26\n    [junit] doc id=68 is supposed to be deleted, but got docID=25\n    [junit] doc id=672 is supposed to be deleted, but got docID=430\n    [junit] doc id=444 is supposed to be deleted, but got docID=344\n    [junit] doc id=441 is supposed to be deleted, but got docID=766\n    [junit] doc id=442 is supposed to be deleted, but got docID=343\n    [junit] doc id=443 is supposed to be deleted, but got docID=767\n    [junit] doc id=70 is supposed to be deleted, but got docID=67\n    [junit] doc id=71 is supposed to be deleted, but got docID=27\n    [junit] doc id=72 is supposed to be deleted, but got docID=28\n    [junit] doc id=73 is supposed to be deleted, but got docID=29\n    [junit] doc id=74 is supposed to be deleted, but got docID=30\n    [junit] doc id=75 is supposed to be deleted, but got docID=31\n    [junit] doc id=76 is supposed to be deleted, but got docID=32\n    [junit] doc id=219 is supposed to be deleted, but got docID=175\n    [junit] doc id=662 is supposed to be deleted, but got docID=425\n    [junit] doc id=663 is supposed to be deleted, but got docID=426\n    [junit] doc id=218 is supposed to be deleted, but got docID=174\n    [junit] doc id=361 is supposed to be deleted, but got docID=286\n    [junit] doc id=362 is supposed to be deleted, but got docID=287\n    [junit] doc id=360 is supposed to be deleted, but got docID=285\n    [junit] doc id=366 is supposed to be deleted, but got docID=291\n    [junit] doc id=365 is supposed to be deleted, but got docID=290\n    [junit] doc id=364 is supposed to be deleted, but got docID=289\n    [junit] doc id=363 is supposed to be deleted, but got docID=288\n    [junit] doc id=368 is supposed to be deleted, but got docID=293\n    [junit] doc id=367 is supposed to be deleted, but got docID=292\n    [junit] doc id=518 is supposed to be deleted, but got docID=361\n    [junit] doc id=517 is supposed to be deleted, but got docID=805\n    [junit] doc id=220 is supposed to be deleted, but got docID=176\n    [junit] doc id=324 is supposed to be deleted, but got docID=269\n    [junit] doc id=322 is supposed to be deleted, but got docID=268\n    [junit] ------------- ---------------- ---------------\n    [junit] ------------- Standard Error -----------------\n    [junit] NOTE: reproduce with: ant test -Dtestcase=TestNRTThreads -Dtestmethod=testNRTThreads -Dtests.seed=0:0\n    [junit] NOTE: test params are: codec=RandomCodecProvider: {extra8=MockFixedIntBlock(blockSize=1054), extra9=MockVariableIntBlock(baseBlockSize=87), body=MockSep, extra0=MockVariableIntBlock(baseBlockSize=87), packID=Pulsing(freqCutoff=16), extra1=MockRandom, extra2=Standard, extra3=SimpleText, date=MockVariableIntBlock(baseBlockSize=87), extra4=MockSep, extra5=Pulsing(freqCutoff=16), extra6=MockFixedIntBlock(blockSize=1054), extra7=MockVariableIntBlock(baseBlockSize=87), docid=MockVariableIntBlock(baseBlockSize=87), title=SimpleText, titleTokenized=Standard}, locale=ar_JO, timezone=Europe/Oslo\n    [junit] NOTE: all tests run in this JVM:\n    [junit] [TestSearchForDuplicates, TestMockAnalyzer, TestCheckIndex, TestDoc, TestFlex, TestIndexReaderCloneNorms, TestIndexWriterExceptions, TestIndexWriterUnicode, TestMultiLevelSkipList, TestNRTThreads]\n    [junit] NOTE: Mac OS X 10.6.7 x86_64/Apple Inc. 1.6.0_24 (64-bit)/cpus=4,threads=1,free=41147720,total=85000192\n    [junit] ------------- ---------------- ---------------\n    [junit] TEST org.apache.lucene.index.TestNRTThreads FAILED',0
'It\'s probably the new DWPT code.',1
'There was a specific issue to fix this problem LUCENE-2956.',1
phew!,0
'This seems like a delete issue.',1
'I only looked at the output robert posted so far but it seems that a FrozenDelPackage gets lost somewhere here....',1
'I will look after buzzwords',0
'I can reproduce this easily and even if I set search threads to 0 and index threads to 1.',1
'I forced the IW to use OpenMode.CREATE and suddenly the tests are not failing anymore.',1
'It seems that the tempdir is not cleaned up since always the second test fails for me but never the first run.',1
'this is not a DWPT issue, phew!',1
'the test cleans itself up in afterClass(), so there is in fact an issue.',1
'taking a look at this, I don\'t like the way _TestUtil.getTempDir(String desc) was working before... it was basically desc + LTC.random.nextInt(xxx), so if you wired the seed like I did, and somehow stuff doesnt totally clean up, then its easy to see how it could return an already-created dir.',1
'I changed this method to use _TestUtil.createTempFile...',1
'I think this is much safer.',1
'robert can you still reproduce or can we close this issue here?',0
'i could never really reproduce... but sometimes if i ran all tests with -Dtests.seed=0:0 it would happen.',1
'the reason this test is not reproducible is that this test uses \'n seconds\' as a limit.',1
'so whether it passes or fails depends upon what your computer is doing at the moment.',0
'I think we must change it to limit itself by number of docs instead.',1
'I think we must change it to limit itself by number of docs instead.',1
'I agree: let\'s fix that.',1
'this was a temp file issue - fixed',1
Patch.,1
'The basic impl is working, I think (the random test passes),\nbut I have alot of nocommits still!',1
'New patch, I think it\'s ready to commit!',1
'BlockJoinQuery still needs hashCode/equals, and a javadoc note (as I remarked earlier at 2454) about the possible inefficiency of the use of OpenBitSet for larger group sizes.',1
'When the typical group size gets a lot bigger than the number of bits in a long, another implementation might be faster.',1
'This remark the in javadocs would allow us to wait for someone to come along with bigger group sizes and a real performance problem here.',1
'I would prefer to use single pass and for now I only need the parent docs.',1
'That means that I have no preference for 2454 or this one.',0
'Patch, adding equals and hashCode and clone to BlockJoinQuery.',1
'Also, I now throw UOE from get/setBoost, stating that you should do so against the child query instead.',1
'The possible inefficiency is the same as the one for a any sparsely filled OpenBitSet.',1
'Another implementation (should be another issue, but since you asked...) could be a set of increasing integers, based on a balanced tree structure with a moderate fanout (e.g.',1
'32), and all integer values relative to the minimum determined by the data for the pointer from the parent.',1
'The whole thing could be stored in one int[], the pointers would be (forward) indexes into this one array, and each internal node would consist of two rows of integers (one data, one pointers), and each row would be compressed as a frame of reference into the array.',1
'This thing can implement \n\nint next(int x)\n\n and \n\nint previous(int x)\n\n easily, and an iterator over this can implement \n\nadvance(target)\n\n for a DocIdSetIterator, and because of the symmetry it can also do that in the reverse direction as needed here.',1
'Compression at higher levels might not be necessary.',1
'For now, there is no code for this, except for the frame of reference.',0
'Occasionaly the need for a more space efficient filter shows up on the mailing lists, so if anyone wants to give this a try...',1
'The possible inefficiency is the same as the one for a any sparsely filled OpenBitSet.',1
'Ahh, OK.',0
'Though, I suspect this (the linear scan OBS does for next/prevSetBit) is a minor cost overall, if indeed the app has so many child docs per parent that a sparse bit set would be warranted?',1
'Ie, the Query/Collector would still be visiting these many child docs per parent, I guess?',1
'(Unless the query hits few results).',0
'I don\'t think a jdoc warning is really required for this... but I\'m fine if you want to add one?',1
'I\'ll commit this soon and resolve LUCENE-2454 as duplicate!',1
'Is there a wiki page on how to use this?',0
'I need to implement an index with nested docs and an example scheme and query would be awesome.',1
Thanks!,0
'I wrote this blog post giving a quick overview: http://blog.mikemccandless.com/2012/01/searching-relational-content-with.html',0
+1,1
'Perhaps we should also fail the test if that happens?',1
'Was there reason why only the stacktrace printed, but tests were considered successful?',1
'some tests are still problematic, at least on windows...',1
'I think perhaps some of the crazier ones like DiskFull, TestCrash, anything that has to disable MockDirectoryWrappers\'s checks because they must create corrupt indexes or other scary things.',1
'Patch adds registerTempFile to LTC plus prints stack information if rmDir fails.',1
'I think we should also fail the test if that happens?',1
'some tests are still problematic, at least on windows... \nOk, I didn\'t notice your comment when posted the patch.',0
'So let\'s keep it as-is.',0
'I think it\'s ready to commit',1
'Patch applies the same changes to backwards\' LTC.',1
'I think I\'ve found the problem - MockIndexOutputWrapper did not close delegate if dir.maybeThrowEx actually threw an exception.',1
'Here\'s a patch that fixes it:\n\n\nIndex: lucene/src/test-framework/org/apache/lucene/store/MockIndexOutputWrapper.java\n===================================================================\n--- lucene/src/test-framework/org/apache/lucene/store/MockIndexOutputWrapper.java       (revision 1127062)\n+++ lucene/src/test-framework/org/apache/lucene/store/MockIndexOutputWrapper.java       (working copy)\n@@ -45,20 +45,23 @@\n\n   @Override\n   public void close() throws IOException {\n-    dir.maybeThrowDeterministicException();\n-    delegate.close();\n-    if (dir.trackDiskUsage) {\n-      // Now compute actual disk usage & track the maxUsedSize\n-      // in the MockDirectoryWrapper:\n-      long size = dir.getRecomputedActualSizeInBytes();\n-      if (size > dir.maxUsedSize) {\n-        dir.maxUsedSize = size;\n+    try {\n+      dir.maybeThrowDeterministicException();\n+    } finally {\n+      delegate.close();\n+      if (dir.trackDiskUsage) {\n+        // Now compute actual disk usage & track the maxUsedSize\n+        // in the MockDirectoryWrapper:\n+        long size = dir.getRecomputedActualSizeInBytes();\n+        if (size > dir.maxUsedSize) {\n+          dir.maxUsedSize = size;\n+        }\n       }\n+      synchronized(dir) {\n+        dir.openFileHandles.remove(this);\n+        dir.openFilesForWrite.remove(name);\n+      }\n     }\n-    synchronized(dir) {\n-      dir.openFileHandles.remove(this);\n-      dir.openFilesForWrite.remove(name);\n-    }\n   }\n\n   @Override\n\n\nMaybe we solve it by moving delegate.close() before dir.maybeThrow, instead of the try-finally?',1
'Committed revision 1127470 (trunk).',1
'Committed revision 1127471 (3x).',1
'LTC now verbose whatever we need to pursue rmDir failures.',1
'Bulk closing for 3.2',1
'This is on Ubuntu btw.',0
'Run log:\n\nNOTE: reproduce with: ant test -Dtestcase=TestIndexWriter -Dtestmethod=testBackgroundOptimize -Dtests.seed=-3981504507637360146:51354004663342240\nNOTE: reproduce with: ant test -Dtestcase=TestIndexWriter -Dtestmethod=testBackgroundOptimize -Dtests.seed=-3981504507637360146:51354004663342240\nThe following exceptions were thrown by threads:\n*** Thread: Lucene Merge Thread #0 ***\norg.apache.lucene.index.MergePolicy$MergeException: java.io.FileNotFoundException: /tmp/test4907593285402510583tmp/_51_0.sd (Too many open files)\n\tat org.apache.lucene.index.ConcurrentMergeScheduler.handleMergeException(ConcurrentMergeScheduler.java:507)\n\tat org.apache.lucene.index.ConcurrentMergeScheduler$MergeThread.run(ConcurrentMergeScheduler.java:472)\nCaused by: java.io.FileNotFoundException: /tmp/test4907593285402510583tmp/_51_0.sd (Too many open files)\n\tat java.io.RandomAccessFile.open(Native Method)\n\tat java.io.RandomAccessFile.<init>(RandomAccessFile.java:233)\n\tat org.apache.lucene.store.SimpleFSDirectory$SimpleFSIndexInput$Descriptor.<init>(SimpleFSDirectory.java:69)\n\tat org.apache.lucene.store.SimpleFSDirectory$SimpleFSIndexInput.<init>(SimpleFSDirectory.java:90)\n\tat org.apache.lucene.store.SimpleFSDirectory.openInput(SimpleFSDirectory.java:56)\n\tat org.apache.lucene.store.FSDirectory.openInput(FSDirectory.java:337)\n\tat org.apache.lucene.store.MockDirectoryWrapper.openInput(MockDirectoryWrapper.java:402)\n\tat org.apache.lucene.index.codecs.mockrandom.MockRandomCodec.fieldsProducer(MockRandomCodec.java:236)\n\tat org.apache.lucene.index.PerFieldCodecWrapper$FieldsReader.<init>(PerFieldCodecWrapper.java:113)\n\tat org.apache.lucene.index.PerFieldCodecWrapper.fieldsProducer(PerFieldCodecWrapper.java:210)\n\tat org.apache.lucene.index.SegmentReader$CoreReaders.<init>(SegmentReader.java:131)\n\tat org.apache.lucene.index.SegmentReader.get(SegmentReader.java:495)\n\tat org.apache.lucene.index.IndexWriter$ReaderPool.get(IndexWriter.java:635)\n\tat org.apache.lucene.index.IndexWriter.mergeMiddle(IndexWriter.java:3260)\n\tat org.apache.lucene.index.IndexWriter.merge(IndexWriter.java:2930)\n\tat org.apache.lucene.index.ConcurrentMergeScheduler.doMerge(ConcurrentMergeScheduler.java:379)\n\tat org.apache.lucene.index.ConcurrentMergeScheduler$MergeThread.run(ConcurrentMergeScheduler.java:447)\nNOTE: test params are: codec=RandomCodecProvider: {field=MockRandom}, locale=nl_NL, timezone=Turkey\nNOTE: all tests run in this JVM:\n[TestIndexWriter]\nNOTE: Linux 2.6.32-31-generic i386/Sun Microsystems Inc. 1.6.0_20 (32-bit)/cpus=1,threads=2,free=26480072,total=33468416',0
'Does that repro line reproduce the failure for you Doron?',0
'It\'s odd because that test doesn\'t make that many fields... oh I see it makes a 100 segment index.',1
'I\'ll drop that to 50...',1
'The nightly build also hits too-many-open-files every so often, I suspect because our random-per-field-codec is making too many codecs...',1
'I wonder if we should throttle it?',1
'Ie if it accumulates too many codecs, to start sharing them b/w fields?',1
'I dropped it from 100 to 50 segs.',1
'Can you test if that works in your env Doron?',0
'Yes, thanks, now it passes (trunk) - with this seed as well quite a few times without specifying a seed.',1
'I\'ll now verify on 3x.',0
'I fact in 3x this is not reproducible with same seed (expected as Robert once explained) and I was not able to reproduce it with no seed, tried with -Dtest.iter=100 as well (though I am not sure, would a new seed be created in each iteration?',1
'Need to verify this...)\nAnyhow in 3x the test passes also after svn up with this fix.',0
'So I think this can be resolved...',1
'Fixed by Mike, thanks Mike!',1
'Thanks for raising it Doron!',0
'Bulk closing for 3.2',1
'bulk move 3.2 -> 3.3',1
'its easy to add the sleep, but we dont even have good multithreaded tests with rollback() [except testing how exceptions are handled and not really asserting anything?]',1
'Can we push this out to 4.0?',1
'I think we can push to 4.0...',1
'Bulk move 4.4 issues to 4.5 and 5.0',1
'Move issue to Lucene 4.9.',1
'Hi Mark, could you add an example algorithm with this behavior?',0
'Also, this is from the package javadocs:\n\n\n# multi val params are iterated by NewRound\'s, added to reports, start with column name.',0
'merge.factor=mrg:10:20\nmax.buffered=buf:100:1000\n\n\nIs it possible to workaround the problem by specifying a sufficiently long column name as the first value, that is, replacing e.g.',1
'\'mrg\' or \'buf\' in the above?',1
'Hey Doron - I have a patch for this, I\'ve just been too lazy to extract it.',1
'I\'m not sure if there is anything built-in that is long enough to matter - it comes into play if, for example, if you want to alternate fully qualified class names per round.',1
'My original workaround was to simply pad the column name - but it was ugly and had it\'s limitations, so I instead made some modifications to the formatting classes.',1
'My original workaround was to simply pad the column name\nYeah that\'s what I meant, so ok, better formatting will help.',1
'Mark, are you planning on working on this one?',0
'Is it ok to defer until 4.0?',0
'yeah, this is def not that important.',1
'Lets move to 4.',1
'Bulk move 4.4 issues to 4.5 and 5.0',1
'Move issue to Lucene 4.9.',1
'The patch.',1
'It fixes the problem when usePhraseHighlighter=true.',1
'When the flag is false and FVH works on N-gram field, not a few terms may be created in tree, then it causes uncontrollable.',1
'But I think the case of using usePhraseHighlighter=false with N-gram field is rare, the attached patch will be enough.',1
'bulk move 3.2 -> 3.3',1
'I\'ll commit soon.',1
'trunk: Committed revision 1170908.',1
'3x: Committed revision 1170913.',1
'Bulk close after release of 3.5',1
'The change from HashSet to ArrayList for flatQueries resulted in very significant slowdown in some of our e-discovery queries after upgrade from 3.4.0 to 3.5.0.',1
'Our queries sometime contain tens of thousands of terms.',1
'As a result, major portion of execution time for such queries is now spent in the flatQueries.contains( sourceQuery ) method calls.',1
'Uh, that is not good news.',0
'Please don\'t hesitate to open a ticket.',0
'Patches would be welcome as I don\'t have time to look into it for a few weeks...',0
'Created LUCENE-3719 with a patch.',1
'Robert: In your patch: Why use exactly that float (looks arbitrary) and not e.g.',1
'Float.MIN_VALUE (of course not NEGATIVE_INFINITY!)?',1
'Doesn\'t matter, just want to understand.',0
'Hi Uwe: you are right!',1
'obviously this one needs a comment, but this is the idea:\n\nnorm[0]=4.656613E-10\nnorm[1]=5.820766E-10\nnorm[2]=6.9849193E-10\nnorm[3]=8.1490725E-10',1
'Here\'s a new patch...\napparently there was code in SmallFloat to specifically do this.',1
'This simply removes the bug.',1
'I would like to commit soon.',1
'\n\n  public boolean isMatch() {\n    return (0.0f < getValue());\n  }\n\n\nIsn\'t that a bug?',1
'We fixed our search code to not discard negative scores, so explain should also handle that?',1
'This line of code was also one of the first things I was thinking about.',0
'I also think this is a bug in explain!',1
'Isn\'t that a bug?',1
'We fixed our search code to not discard negative scores, so explain should also handle that?',1
'I agree this is a bad assumption really (although subclasses can override).',1
'I am just concerned what explains will \'break\' if we fix this.',1
'But still i think the float quantization issue (the root cause of this problem really) should be fixed... ideally we fix both!',1
'I\'m not sure why this is a quantization issue... SmallFloat handles underflow by mapping to the smallest number greater than 0, so the only way to get a 0 field norm is an explicit boost of 0.',1
'Anyway, if we want to discard explicit representation for 0, some of the code that handled these edge cases should also be modified:\n\n\n    if (smallfloat < fzero) {\n      return (bits<=0) ?',1
